n_cliques,c_max,m1,m2,m3,sbar,degeneracy,family,tau,kbar_target,n,seed,kbar,secs
23495,20,5.143136837625026,32.91491806767397,257.37424984039154,5.399774905245039,19,hrg,2.5,8.0,30000,2,7.9901333333333335,0.98
113002,9,2.131988814357268,4.782738358613122,11.764313905948567,1.2433224444730384,13,config,2.5,8.0,30000,2,7.9404,1.42
23993,27,5.159879964989789,34.880298420372604,311.82407368815905,5.7599050088448385,26,hrg,2.5,8.0,30000,3,7.943533333333333,1.19
107221,12,2.3148730192779396,6.16247749974352,21.04172690051389,1.6621233425865123,17,config,2.5,8.0,30000,3,7.795466666666667,1.59
79982,29,5.135818059063291,34.358293115951085,301.62427796254156,5.689935803959848,28,hrg,2.5,8.0,100000,1,7.95778,4.91
356631,14,2.3090168829967106,6.072985803253221,20.412821655997373,1.63011753962211,19,config,2.5,8.0,100000,1,7.76324,7.14
79759,29,5.157173485123936,34.287478529068814,296.84711443222704,5.648502057953326,29,hrg,2.5,8.0,100000,2,7.9843,4.02
380811,12,2.1675713149042437,5.155252868220719,14.980793622032978,1.3783544434146848,19,config,2.5,8.0,100000,2,7.9379,5.96
79738,30,5.173355238405779,35.36776693671774,327.0081391557351,5.836523939851592,30,hrg,2.5,8.0,100000,3,7.96672,3.78
367313,15,2.2579081056210915,5.863029623236858,20.258234802470916,1.5966644119132969,21,config,2.5,8.0,100000,3,7.85778,5.79
239146,41,5.183456967710103,35.99653349836502,358.1718322698268,5.944503199814778,41,hrg,2.5,8.0,300000,1,7.967,10.68
1141668,18,2.2387786992365557,6.08617041031193,26.22503039412509,1.7185225642835404,28,config,2.5,8.0,300000,1,7.90246,20.02
239690,37,5.197759606157954,36.2128624473278,352.62872460261167,5.967013711912581,36,hrg,2.5,8.0,300000,2,7.991933333333333,16.64
1117935,16,2.2522508017013507,5.8882546838590795,21.394345825115057,1.6143867634151094,26,config,2.5,8.0,300000,2,7.884886666666667,27.09
239391,41,5.198457753215451,36.636724020535446,378.66279851790586,6.047614073207422,40,hrg,2.5,8.0,300000,3,7.977246666666667,10.88
1141244,18,2.242792076015296,6.231008443417884,29.04392487496101,1.7782372294128739,29,config,2.5,8.0,300000,3,7.91804,20.24
688,6,2.114825581395349,5.489825581395349,16.765988372093023,1.595876288659794,5,hrg,2.9,2.0,1000,1,2.016,0.03
1197,3,1.8329156223893066,3.517126148705096,6.940685045948204,0.9188696444849589,2,config,2.9,2.0,1000,1,2.01,0.04
699,7,2.111587982832618,5.447782546494993,16.429184549356226,1.5799457994579948,6,hrg,2.9,2.0,1000,2,2.012,0.03
1207,3,1.8243579121789564,3.4830157415078706,6.830157415078708,0.909173478655767,2,config,2.9,2.0,1000,2,2.002,0.03
710,7,2.108450704225352,5.415492957746478,16.500000000000004,1.5684702738810952,6,hrg,2.9,2.0,1000,3,1.996,0.01
1172,3,1.8361774744027304,3.532423208191126,6.996587030716723,0.9237918215613383,2,config,2.9,2.0,1000,3,1.978,0.01
2146,6,2.091798695246971,5.410531220876048,16.54939422180801,1.5865448875027846,5,hrg,2.9,2.0,3000,1,2.0153333333333334,0.11
3669,3,1.816298718997002,3.4636140637775963,6.802398473698555,0.9069627851140458,3,config,2.9,2.0,3000,1,2.010666666666667,0.11
2128,6,2.101503759398496,5.467105263157894,16.847744360902254,1.6015205724508048,5,hrg,2.9,2.0,3000,2,2.0046666666666666,0.06
3672,3,1.8148148148148149,3.4515250544662313,6.746187363834423,0.9018607442977191,2,config,2.9,2.0,3000,2,2.002,0.07
2164,6,2.091497227356747,5.28373382624769,15.519408502772643,1.5262925320371186,5,hrg,2.9,2.0,3000,3,1.9853333333333334,0.07
3452,3,1.8398030127462341,3.5715527230590967,7.191483198146003,0.9412690914816566,3,config,2.9,2.0,3000,3,1.9486666666666668,0.08
7109,8,2.099310732873822,5.44099029399353,16.761288507525673,1.5917984454569822,7,hrg,2.9,2.0,10000,1,2.0038,0.15
12192,3,1.8180774278215224,3.45997375328084,6.760990813648294,0.9030948299196968,3,config,2.9,2.0,10000,1,2.0006,0.18
7164,8,2.0939419318816306,5.415549972082634,16.634142936906755,1.586294247050196,7,hrg,2.9,2.0,10000,2,1.9982,0.7
12193,3,1.815549905683589,3.4548511440990737,6.758057902074961,0.902922708587433,3,config,2.9,2.0,10000,2,1.9942,0.73
7289,7,2.068184936205241,5.259569213883935,15.760598161613393,1.5430845771144281,6,hrg,2.9,2.0,10000,3,1.9826,0.16
12097,4,1.812515499710672,3.4597007522526244,6.8210300074398615,0.9087840919456351,3,config,2.9,2.0,10000,3,1.9738,0.19
21477,8,2.0942869115798297,5.420077291986777,16.6072077105741,1.5880299695413416,7,hrg,2.9,2.0,30000,1,2.0087333333333333,0.35
36937,4,1.813872268998565,3.446544115656388,6.726832173701166,0.9001029866117407,3,config,2.9,2.0,30000,1,2.0074,0.46
21402,8,2.0948976731146622,5.400383141762452,16.424025791982057,1.5778744284599084,7,hrg,2.9,2.0,30000,2,2.0029333333333335,0.15
36804,3,1.8152374741875883,3.447777415498315,6.719052276926421,0.8993533708537897,3,config,2.9,2.0,30000,2,2.0026,0.27
21562,9,2.098877655134032,5.425841758649476,16.5673870698451,1.5851157857521656,8,hrg,2.9,2.0,30000,3,2.0132,0.39
36978,3,1.8150521931959542,3.4478068040456487,6.721266699118394,0.8995634489026625,3,config,2.9,2.0,30000,3,2.0116666666666667,0.52
72162,8,2.0935949668800755,5.415537263379617,16.62872425930545,1.5867167952977925,7,hrg,2.9,2.0,100000,1,2.00956,1.2
123518,3,1.8127641315435807,3.4395391764763033,6.69682961187843,0.8974002831507444,3,config,2.9,2.0,100000,1,2.00904,1.73
71421,9,2.085059016255723,5.368967110513715,16.391691519301048,1.5749712927335362,8,hrg,2.9,2.0,100000,2,1.98238,0.66
122175,3,1.8107959893595253,3.4334683855125845,6.682054430120728,0.8961100011752261,3,config,2.9,2.0,100000,2,1.98208,1.18
71664,10,2.093882563072114,5.418229515516856,16.651233534271043,1.5876472783494164,9,hrg,2.9,2.0,100000,3,2.00286,1.44
122932,4,1.813775095174568,3.4439283506328704,6.7121904792893625,0.8987626193540867,3,config,2.9,2.0,100000,3,2.00222,1.96
215035,8,2.0909526356174575,5.390620131606482,16.438886692863953,1.5780689814691256,7,hrg,2.9,2.0,300000,1,2.000653333333333,2.92
368868,3,1.8131824934664975,3.440545127254194,6.698263335393691,0.8975172877808097,3,config,2.9,2.0,300000,1,2.0004,5.67
215358,9,2.0890192145172226,5.377998495528376,16.368990239508165,1.5744131304083027,8,hrg,2.9,2.0,300000,2,1.9955066666666668,5.59
368370,3,1.8122784157233216,3.4375736352037354,6.690379238265874,0.896824243658898,3,config,2.9,2.0,300000,2,1.99534,8.39
214837,11,2.092302536341505,5.391538701434111,16.4444113444146,1.57684469993593,10,hrg,2.9,2.0,300000,3,2.0004333333333335,3.09
368207,3,1.8145771264533266,3.4446493412672763,6.707547656617066,0.8983207112281857,3,config,2.9,2.0,300000,3,2.000226666666667,5.87
644,8,3.1754658385093166,12.004658385093169,51.51086956521739,2.7804400977995116,7,hrg,2.9,4.0,1000,1,3.994,0.04
1935,3,2.0036175710594315,4.086304909560724,8.478036175710594,1.03946350270828,4,config,2.9,4.0,1000,1,3.956,0.04
688,7,3.1279069767441863,11.479651162790699,47.55232558139535,2.670074349442379,6,hrg,2.9,4.0,1000,2,3.982,0.03
1861,4,2.036002149382053,4.244492208490059,9.077377753895755,1.084718923198733,3,config,2.9,4.0,1000,2,3.916,0.03
714,9,3.1260504201680672,11.4593837535014,47.83193277310924,2.6657706093189963,8,hrg,2.9,4.0,1000,3,4.028,0.04
1796,5,2.0835189309576836,4.492204899777283,10.08129175946548,1.1560662747194015,4,config,2.9,4.0,1000,3,3.878,0.04
2087,10,3.282223287014854,12.849065644465739,57.9664590321035,2.9147445255474445,9,hrg,2.9,4.0,3000,1,4.354666666666667,0.14
6185,5,2.047696038803557,4.306063055780112,9.345675020210185,1.102881958152388,4,config,2.9,4.0,3000,1,4.296666666666667,0.15
2019,8,3.168895492818227,12.100049529470034,53.40960871718673,2.818380743982494,8,hrg,2.9,4.0,3000,2,4.036,0.07
6084,3,1.9812623274161734,3.97008547008547,8.02662721893491,1.0038161606105858,4,config,2.9,4.0,3000,2,4.017333333333333,0.09
2042,8,3.126836434867777,11.493143976493634,47.96523016650343,2.675646045418951,7,hrg,2.9,4.0,3000,3,3.985333333333333,0.08
5550,4,2.0583783783783782,4.358558558558558,9.522162162162163,1.117471988795518,4,config,2.9,4.0,3000,3,3.8906666666666667,0.1
6778,9,3.1451755680141633,11.73325464738861,49.72263204485099,2.7305563373674833,8,hrg,2.9,4.0,10000,1,3.9884,0.17
20251,3,1.977334452619624,3.954520764406696,7.976445607624314,0.999925080538421,4,config,2.9,4.0,10000,1,3.9802,0.22
6777,10,3.176331710196252,12.017411834144902,52.17411834144901,2.783424695716808,9,hrg,2.9,4.0,10000,2,4.0322,0.45
20247,4,1.989578703017731,4.011507877710278,8.18901565664049,1.0162599607774991,4,config,2.9,4.0,10000,2,4.021,0.5
6820,11,3.1331378299120236,11.656598240469208,49.48621700879766,2.720423062523399,10,hrg,2.9,4.0,10000,3,3.9902,0.2
19728,5,2.0042072181670725,4.095042579075425,8.541311841038118,1.0432231467664832,4,config,2.9,4.0,10000,3,3.9582,0.27
20317,10,3.144509524043904,11.834276714081804,51.15484569572279,2.7634730070280344,9,hrg,2.9,4.0,30000,1,3.997333333333333,0.48
61248,4,1.9755747126436785,3.946381922675026,7.949026907001046,0.9975867768595037,4,config,2.9,4.0,30000,1,3.9919333333333333,0.66
20301,11,3.1402393970740357,11.727205556376534,50.03487512930398,2.734494117647059,10,hrg,2.9,4.0,30000,2,3.9910666666666668,0.24
61376,4,1.972823253388947,3.928669186652763,7.871154848800834,0.9913944038849063,4,config,2.9,4.0,30000,2,3.9887333333333332,0.44
20444,11,3.155351203287028,11.885247505380551,51.27861475249462,2.7666956036460593,10,hrg,2.9,4.0,30000,3,4.0262,0.53
61825,4,1.9737808329963606,3.9363849575414473,7.907399919126567,0.9943374115988821,4,config,2.9,4.0,30000,3,4.023133333333333,0.72
68218,11,3.1523498196956816,11.891128441173883,51.6003840628573,2.772147484038373,10,hrg,2.9,4.0,100000,1,4.01668,1.78
206379,4,1.9714408927264886,3.9232092412503206,7.853987082019004,0.9900212355971527,5,config,2.9,4.0,100000,1,4.01448,2.75
67474,12,3.136215431129027,11.758944185908646,50.62508521800989,2.7494057548449296,11,hrg,2.9,4.0,100000,2,3.9658,1.08
204289,4,1.9690879097748777,3.9117182031337956,7.810371581436102,0.9865635169031206,4,config,2.9,4.0,100000,2,3.96456,2.06
67651,15,3.1496060664291723,11.867792050376197,51.49984479165127,2.7680242544843594,14,hrg,2.9,4.0,100000,3,3.99794,2.06
205258,5,1.9721618645801868,3.9268043145699556,7.868185405684552,0.9911166446806092,4,config,2.9,4.0,100000,3,3.99594,3.03
203208,11,3.150732254635644,11.854267548521713,51.159058698476436,2.7623849284815094,10,hrg,2.9,4.0,300000,1,4.004353333333333,4.91
619090,5,1.9693824807378573,3.912179166195545,7.810032467008028,0.9865004408538209,5,config,2.9,4.0,300000,1,4.00348,9.52
203713,12,3.1430983786012674,11.796586373967296,50.81902480450437,2.7531712192912585,11,hrg,2.9,4.0,300000,2,3.990213333333333,7.99
617436,4,1.9686785351032332,3.9091517177488844,7.799592184453125,0.9856729517010236,5,config,2.9,4.0,300000,2,3.9895733333333334,12.54
202926,14,3.1452352088938818,11.81147807575175,50.955944531504095,2.7553560517038784,13,hrg,2.9,4.0,300000,3,3.9933666666666667,5.23
617305,5,1.969624415807421,3.9132762572796267,7.814177756538502,0.9868134380713554,5,config,2.9,4.0,300000,3,3.99256,9.88
668,12,5.184131736526945,30.881736526946106,205.16017964071858,4.956973722206181,11,hrg,2.9,8.0,1000,1,8.012,0.05
3518,4,2.0992040932347926,4.501137009664583,9.91898806139852,1.1442112389979693,6,config,2.9,8.0,1000,1,7.926,0.05
682,11,5.202346041055719,30.322580645161292,193.78005865102637,4.828635851183765,10,hrg,2.9,8.0,1000,2,8.07,0.04
3506,4,2.118368511123788,4.595265259555049,10.27467199087279,1.1692473407836275,5,config,2.9,8.0,1000,2,7.96,0.05
691,11,5.102749638205499,29.2561505065123,183.87843704775688,4.733408961996596,10,hrg,2.9,8.0,1000,3,8.0,0.01
3390,4,2.167846607669617,4.858702064896756,11.348377581120944,1.2412573139202614,5,config,2.9,8.0,1000,3,7.84,0.02
2083,13,5.131541046567452,30.24435909745559,199.45607297167547,4.893816072597996,12,hrg,2.9,8.0,3000,1,8.052,0.16
10973,4,2.0887633281691422,4.454388043379204,9.766335550897658,1.1325479930191977,6,config,2.9,8.0,3000,1,7.962666666666666,0.19
2115,12,5.074704491725768,28.998108747044917,182.30023640661938,4.71424578403056,11,hrg,2.9,8.0,3000,2,7.926666666666667,0.11
10815,5,2.103559870550162,4.536107258437355,10.125196486361537,1.156395604395604,6,config,2.9,8.0,3000,2,7.8533333333333335,0.13
2079,14,5.0519480519480515,28.71043771043771,179.6868686868687,4.683042940112349,13,hrg,2.9,8.0,3000,3,7.9446666666666665,0.1
10254,5,2.206846108835576,5.058611273649308,12.141895845523699,1.292235626850502,6,config,2.9,8.0,3000,3,7.685333333333333,0.13
6921,12,5.113422915763619,29.676347348649035,190.74584597601506,4.803616840915511,11,hrg,2.9,8.0,10000,1,8.0404,0.26
38542,4,2.0389704737688756,4.199730164495874,8.774376005396709,1.059730740844425,6,config,2.9,8.0,10000,1,8.0122,0.35
7123,12,5.1037484206092945,29.652674434929104,191.38509055173384,4.80997964460582,11,hrg,2.9,8.0,10000,2,7.9912,0.29
37297,5,2.081963696812076,4.431160683164866,9.741668230688795,1.1283563637300231,7,config,2.9,8.0,10000,2,7.9222,0.37
7195,13,5.131897150799166,29.65753995830438,188.47505211952745,4.779059690174412,12,hrg,2.9,8.0,10000,3,8.042,0.73
37071,6,2.102883655687734,4.539181570499852,10.172803539154593,1.1585509774744729,6,config,2.9,8.0,10000,3,7.9476,0.82
21268,14,5.113927026518713,29.790060184314466,193.062206131277,4.825280656105479,13,hrg,2.9,8.0,30000,1,7.976466666666667,0.76
115907,5,2.0322413659226792,4.167970873200065,8.662591560475207,1.0509231546459152,7,config,2.9,8.0,30000,1,7.956066666666667,1.13
21074,14,5.117965265255765,29.75505362057511,191.53165037486946,4.8138443851060675,13,hrg,2.9,8.0,30000,2,7.9886,0.51
117194,4,2.017244910148984,4.0905421779271975,8.356170111097837,1.0277865901890366,6,config,2.9,8.0,30000,2,7.978133333333333,0.88
21238,14,5.147047744608721,30.08706092852434,195.07029852151805,4.845498705551946,13,hrg,2.9,8.0,30000,3,8.056466666666667,0.89
117671,5,2.024551503768983,4.129097228713957,8.51257319135556,1.0395120702175618,7,config,2.9,8.0,30000,3,8.041133333333333,1.26
71190,15,5.147464531535329,30.175895490939745,196.7268155639837,4.862283325328559,14,hrg,2.9,8.0,100000,1,8.04602,3.07
396655,6,2.014365128386129,4.078062800166391,8.318785846642548,1.0244903680563895,8,config,2.9,8.0,100000,1,8.0387,4.91
70367,15,5.085835690025154,29.469566700299858,189.7604416843123,4.7944393992315755,14,hrg,2.9,8.0,100000,2,7.93234,2.21
392852,4,2.00733100506043,4.0406921690611215,8.164626882388278,1.0129675468941794,6,config,2.9,8.0,100000,2,7.92778,4.03
70814,16,5.079094529330359,29.353390572485665,188.51900754088174,4.779256598391307,15,hrg,2.9,8.0,100000,3,7.92366,3.26
390743,6,2.01313395249563,4.071330772400274,8.29083566436251,1.0223844356472904,7,config,2.9,8.0,100000,3,7.9163,5.23
212345,15,5.1188867173703185,29.78916386069839,192.43948291695122,4.819461438678159,14,hrg,2.9,8.0,300000,1,8.004566666666667,9.1
1193376,6,2.0056956064140725,4.032691289249993,8.13562280454777,1.0106197951243105,8,config,2.9,8.0,300000,1,8.001353333333334,18.15
211787,17,5.110851940865115,29.696156987917103,191.63819309022742,4.8104123014157265,16,hrg,2.9,8.0,300000,2,7.9812666666666665,14.77
1191568,5,2.003575960415184,4.021842647670969,8.092908671599103,1.0073322534961724,7,config,2.9,8.0,300000,2,7.978906666666667,24.47
212422,19,5.108458634228093,29.65665985632373,191.1454604513657,4.8054027603582545,18,hrg,2.9,8.0,300000,3,7.9877666666666665,10.81
1191267,6,2.005286808079129,4.03066482996675,8.128145915231432,1.010019122315844,8,config,2.9,8.0,300000,3,7.984586666666667,20.2
